Name,xMLBAMID,Team,Season,IP,G,GS,W,L,SO,BB,HBP,ERA,WHIP,HR,R,ER,H,SV,HLD,QS,K/BB,BS,TBF
"<a href=""statss.aspx?playerid=9803&position=P"">Miles Mikolas</a>",571945,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=28&rost=0&age=0"">STL</a>",2024,171.2,32,32,10,11,122,25,5,5.3475731324174385,1.2757282309361864,26,106,102,194,0,0,15,4.88,0,720
"<a href=""statss.aspx?playerid=9073&position=P"">Kirby Yates</a>",489446,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=13&rost=0&age=0"">TEX</a>",2024,61.2,61,0,7,2,85,28,2,1.16756768794371,0.8270271122934612,3,10,8,23,33,2,0,3.03571429,1,237
"<a href=""statss.aspx?playerid=26221&position=P"">Ryan Pepiot</a>",686752,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=12&rost=0&age=0"">TBR</a>",2024,130,26,26,8,8,142,48,7,3.6,1.1538461538461537,17,58,52,102,0,0,9,2.95833333,0,539
"<a href=""statss.aspx?playerid=20302&position=P"">David Peterson</a>",656849,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=25&rost=0&age=0"">NYM</a>",2024,121,21,21,10,3,101,46,7,2.9008264462809916,1.2892561983471074,8,44,39,110,0,0,12,2.19565217,0,510
"<a href=""statss.aspx?playerid=8241&position=P"">David Robertson</a>",502085,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=13&rost=0&age=0"">TEX</a>",2024,72,68,0,3,4,99,27,5,3.0000003178914727,1.1111112288486935,5,25,24,53,2,34,0,3.66666667,8,296
"<a href=""statss.aspx?playerid=24494&position=P"">Simeon Woods Richardson</a>",680573,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=8&rost=0&age=0"">MIN</a>",2024,133.2,28,28,5,5,117,48,3,4.1745639087221456,1.2942644376504142,16,63,62,125,0,0,7,2.4375,0,569
"<a href=""statss.aspx?playerid=20531&position=P"">Kutter Crawford</a>",676710,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=3&rost=0&age=0"">BOS</a>",2024,183.2,33,33,9,16,175,51,9,4.361161766047359,1.1215971583093083,34,97,89,155,0,0,15,3.43137255,0,759
"<a href=""statss.aspx?playerid=15761&position=P"">Joe Jimenez</a>",641729,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=16&rost=0&age=0"">ATL</a>",2024,68.2,69,0,1,5,82,23,4,2.6213593203853613,0.9902912988122476,2,22,20,45,3,27,0,3.56521739,3,277
"<a href=""statss.aspx?playerid=21504&position=P"">Jake Irvin</a>",663623,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=24&rost=0&age=0"">WSN</a>",2024,187.2,33,33,10,14,156,52,4,4.412078391911096,1.1989343456280153,29,97,92,173,0,0,16,3,0,769
"<a href=""statss.aspx?playerid=14916&position=P"">Jon Gray</a>",592351,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=13&rost=0&age=0"">TEX</a>",2024,102.2,23,19,5,6,86,28,0,4.470779373053059,1.3149351097214879,11,54,51,107,0,0,7,3.07142857,0,439
"<a href=""statss.aspx?playerid=26108&position=P"">Andre Pallante</a>",669467,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=28&rost=0&age=0"">STL</a>",2024,121.1,29,20,8,8,94,48,2,3.782967251015966,1.3021978772560405,8,55,51,110,0,1,7,1.95833333,0,509
"<a href=""statss.aspx?playerid=13125&position=P"">Gerrit Cole</a>",543037,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=9&rost=0&age=0"">NYY</a>",2024,95,17,17,8,5,99,29,6,3.4105263157894736,1.1263157894736842,11,38,36,78,0,0,8,3.4137931,0,390
"<a href=""statss.aspx?playerid=25550&position=P"">Matt Waldron</a>",663362,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=29&rost=0&age=0"">SDP</a>",2024,146.2,27,26,7,11,133,40,11,4.909091249576308,1.2613637238494682,21,84,80,145,0,0,10,3.325,0,625
"<a href=""statss.aspx?playerid=27863&position=P"">Jared Jones</a>",683003,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=27&rost=0&age=0"">PIT</a>",2024,121.2,22,22,6,8,132,39,5,4.1424658400123455,1.1917808468289488,18,60,56,106,0,0,11,3.38461538,0,504
"<a href=""statss.aspx?playerid=9323&position=P"">Patrick Corbin</a>",571578,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=24&rost=0&age=0"">WSN</a>",2024,174.2,32,32,6,13,139,54,3,5.616412540838375,1.5000000873594845,25,114,109,208,0,0,9,2.57407407,0,764
"<a href=""statss.aspx?playerid=19343&position=P"">A.J. Puk</a>",640462,- - -,2024,71.1,62,4,4,9,88,28,2,3.154206169735591,1.1074768329293854,5,31,25,51,3,14,0,3.14285714,3,294
"<a href=""statss.aspx?playerid=20423&position=P"">Ryan Walker</a>",676254,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=30&rost=0&age=0"">SFG</a>",2024,80,76,1,10,4,99,18,9,1.9125001823902303,0.8500000810623246,5,19,17,50,10,21,0,5.5,4,308
"<a href=""statss.aspx?playerid=19360&position=P"">Lucas Erceg</a>",668674,- - -,2024,61.2,61,0,2,6,72,16,6,3.356757310487046,1.0540542279307148,3,26,23,49,14,18,0,4.5,5,253
"<a href=""statss.aspx?playerid=22100&position=P"">Jose Soriano</a>",667755,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=1&rost=0&age=0"">LAA</a>",2024,113,22,20,6,7,97,45,9,3.424778761061947,1.2035398230088497,8,50,43,91,0,1,9,2.15555556,0,468
"<a href=""statss.aspx?playerid=20070&position=P"">Bailey Falter</a>",663559,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=27&rost=0&age=0"">PIT</a>",2024,142.1,28,28,8,9,97,45,0,4.426229666367458,1.2857143316591189,17,72,70,138,0,0,8,2.15555556,0,589
"<a href=""statss.aspx?playerid=19899&position=P"">Clarke Schmidt</a>",657376,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=9&rost=0&age=0"">NYY</a>",2024,85.1,16,16,5,5,93,30,9,2.8476564197335494,1.1835938205476892,8,31,27,71,0,0,2,3.1,0,353
"<a href=""statss.aspx?playerid=29921&position=P"">Spencer Arrighetti</a>",681293,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=21&rost=0&age=0"">HOU</a>",2024,145,29,28,7,13,171,65,7,4.531034810568599,1.4068966535098844,21,80,73,139,0,0,10,2.63076923,0,632
"<a href=""statss.aspx?playerid=20539&position=P"">Edwin Uceta</a>",670955,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=12&rost=0&age=0"">TBR</a>",2024,41.2,30,0,2,0,57,8,1,1.5120002307129259,0.8160001245117378,2,8,7,26,5,7,0,7.125,0,159
"<a href=""statss.aspx?playerid=26389&position=P"">DJ Herz</a>",687792,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=24&rost=0&age=0"">WSN</a>",2024,88.2,19,19,4,9,106,36,3,4.16165425470264,1.263157930966655,11,45,41,76,0,0,2,2.94444444,0,382
"<a href=""statss.aspx?playerid=17586&position=P"">Tanner Scott</a>",656945,- - -,2024,72,72,0,9,6,84,36,1,1.7500001390775155,1.1250000894069743,3,20,14,45,22,11,0,2.33333333,2,294
"<a href=""statss.aspx?playerid=22210&position=P"">Jeremiah Estrada</a>",669093,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=29&rost=0&age=0"">SDP</a>",2024,61,62,0,6,3,94,23,0,2.9508202257288123,1.065573970402071,4,22,20,42,1,16,0,4.08695652,3,252
"<a href=""statss.aspx?playerid=25636&position=P"">Hunter Gaddis</a>",683769,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=5&rost=0&age=0"">CLE</a>",2024,74.2,78,0,6,3,66,14,4,1.5669644991962568,0.7633929611468944,4,16,13,43,0,33,0,4.71428571,5,278
"<a href=""statss.aspx?playerid=16137&position=P"">Carlos Rodon</a>",607074,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=9&rost=0&age=0"">NYY</a>",2024,175,32,32,16,9,195,57,10,3.96,1.2228571428571429,31,81,77,157,0,0,16,3.42105263,0,736
"<a href=""statss.aspx?playerid=17130&position=P"">Raisel Iglesias</a>",628452,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=16&rost=0&age=0"">ATL</a>",2024,69.1,66,0,6,2,68,13,3,1.9471155274549283,0.7355769770385285,4,19,15,38,34,0,0,5.23076923,4,259
"<a href=""statss.aspx?playerid=27597&position=P"">Cody Bradford</a>",674003,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=13&rost=0&age=0"">TEX</a>",2024,76.1,14,13,6,3,70,13,1,3.53711813961633,1.0087336916683607,10,32,30,64,0,0,8,5.38461538,0,308
"<a href=""statss.aspx?playerid=23363&position=P"">Robert Garcia</a>",676395,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=24&rost=0&age=0"">WSN</a>",2024,59.2,72,0,3,6,75,16,1,4.223464947247836,1.189944489105541,4,34,28,55,0,13,0,4.6875,4,251
"<a href=""statss.aspx?playerid=12880&position=P"">Tyler Anderson</a>",542881,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=1&rost=0&age=0"">LAA</a>",2024,179.1,31,31,10,15,142,73,7,3.8141265022285347,1.2881041257526191,24,83,76,158,0,0,12,1.94520548,0,765
"<a href=""statss.aspx?playerid=21461&position=P"">Cole Sands</a>",663485,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=8&rost=0&age=0"">MIN</a>",2024,71.1,62,0,9,1,85,12,6,3.2803744165250146,0.9953272802276755,6,30,26,59,4,5,0,7.08333333,3,292
"<a href=""statss.aspx?playerid=22543&position=P"">Taj Bradley</a>",671737,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=12&rost=0&age=0"">TBR</a>",2024,138,25,25,8,11,154,47,3,4.108695652173913,1.2246376811594204,22,68,63,122,0,0,10,3.27659574,0,578
"<a href=""statss.aspx?playerid=6175&position=P"">Albert Suarez</a>",544150,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=2&rost=0&age=0"">BAL</a>",2024,133.2,32,24,9,7,108,43,3,3.7032421770922257,1.2942644376504142,17,56,55,130,0,1,7,2.51162791,1,565
"<a href=""statss.aspx?playerid=26231&position=P"">Tyler Holton</a>",663947,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=6&rost=0&age=0"">DET</a>",2024,94.1,66,9,7,2,77,17,4,2.194346629907537,0.784452418421052,7,25,23,57,8,14,0,4.52941176,0,354
"<a href=""statss.aspx?playerid=31776&position=P"">Orion Kerkering</a>",689147,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=26&rost=0&age=0"">PHI</a>",2024,63,64,2,5,3,74,17,8,2.285714562517749,1.079365210077826,2,20,16,51,0,14,0,4.35294118,2,257
"<a href=""statss.aspx?playerid=25648&position=P"">Justin Slaten</a>",686580,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=3&rost=0&age=0"">BOS</a>",2024,55.1,44,0,6,2,58,9,2,2.9277111124899173,1.0120482857989839,4,21,18,47,2,13,0,6.44444444,3,224
"<a href=""statss.aspx?playerid=19350&position=P"">Dean Kremer</a>",665152,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=2&rost=0&age=0"">BAL</a>",2024,129.2,24,24,8,10,123,51,3,4.095116002501343,1.241645341624701,18,72,59,110,0,0,9,2.41176471,0,553
"<a href=""statss.aspx?playerid=19362&position=P"">Keegan Akin</a>",669211,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=2&rost=0&age=0"">BAL</a>",2024,78.2,66,0,3,1,97,19,2,3.317797360972438,0.9406781789730283,9,31,29,55,1,6,0,5.10526316,3,313
"<a href=""statss.aspx?playerid=10123&position=P"">Kyle Gibson</a>",502043,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=28&rost=0&age=0"">STL</a>",2024,169.2,30,30,8,8,151,68,4,4.243615185667697,1.3497053854415315,23,91,80,161,0,0,13,2.22058824,0,722
"<a href=""statss.aspx?playerid=3096&position=P"">Kenley Jansen</a>",445276,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=3&rost=0&age=0"">BOS</a>",2024,54.2,54,0,4,2,62,20,1,3.2926830800071847,1.060975659113426,4,20,20,38,27,0,0,3.1,4,218
"<a href=""statss.aspx?playerid=21318&position=P"">Tylor Megill</a>",656731,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=25&rost=0&age=0"">NYM</a>",2024,78,16,15,4,5,91,32,4,4.038461538461538,1.3076923076923077,8,39,35,70,0,0,3,2.84375,0,337
"<a href=""statss.aspx?playerid=24453&position=P"">Justin Martinez</a>",679885,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=15&rost=0&age=0"">ARI</a>",2024,72.2,64,0,5,6,91,36,2,2.4770645669450064,1.307339632554309,2,26,20,59,8,7,0,2.52777778,2,308
"<a href=""statss.aspx?playerid=12970&position=P"">Joe Musgrove</a>",605397,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=29&rost=0&age=0"">SDP</a>",2024,99.2,19,19,6,5,101,23,10,3.8829432428913244,1.1739130734322607,14,44,43,94,0,0,10,4.39130435,0,410
"<a href=""statss.aspx?playerid=24586&position=P"">Kyle Bradish</a>",680694,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=2&rost=0&age=0"">BAL</a>",2024,39.1,8,8,2,0,53,15,3,2.74576280062927,1.0677966446891605,2,12,12,27,0,0,2,3.53333333,0,163
"<a href=""statss.aspx?playerid=27451&position=P"">Alec Marsh</a>",679525,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=7&rost=0&age=0"">KCR</a>",2024,129,26,25,9,9,123,39,11,4.534883989135031,1.2558140277604704,19,70,65,123,0,0,5,3.15384615,0,548
"<a href=""statss.aspx?playerid=23150&position=P"">Osvaldo Bido</a>",674370,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=10&rost=0&age=0"">OAK</a>",2024,63.1,16,9,5,3,63,26,7,3.410526486975343,1.0894737388949012,3,25,24,43,0,1,4,2.42307692,0,259
"<a href=""statss.aspx?playerid=20492&position=P"">Casey Mize</a>",663554,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=6&rost=0&age=0"">DET</a>",2024,102.1,22,20,2,6,78,29,2,4.485342033477379,1.4657980501560064,11,57,51,121,0,0,6,2.68965517,0,452
"<a href=""statss.aspx?playerid=20116&position=P"">Calvin Faucher</a>",676534,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=20&rost=0&age=0"">MIA</a>",2024,53.2,53,0,2,3,63,26,4,3.186335781208273,1.3975156935124005,0,25,19,49,6,11,0,2.42307692,2,235
"<a href=""statss.aspx?playerid=25645&position=P"">Declan Cronin</a>",686539,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=20&rost=0&age=0"">MIA</a>",2024,70.1,56,0,3,4,72,25,5,4.350711687044928,1.421801204916643,1,41,34,75,0,8,0,2.88,1,306
"<a href=""statss.aspx?playerid=2520&position=P"">Lance Lynn</a>",458681,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=28&rost=0&age=0"">STL</a>",2024,117.1,23,23,7,4,109,44,4,3.835227438979905,1.338068239821878,16,64,50,113,0,0,7,2.47727273,0,511
"<a href=""statss.aspx?playerid=13896&position=P"">Chris Flexen</a>",623167,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=4&rost=0&age=0"">CHW</a>",2024,160,33,30,3,15,123,63,2,4.950000177025801,1.5187500543147345,24,95,88,180,0,0,10,1.95238095,0,707
"<a href=""statss.aspx?playerid=11861&position=P"">Jason Adam</a>",592094,- - -,2024,73.2,74,0,7,2,81,23,6,1.9547512999272498,0.8552036937181717,5,20,16,40,4,31,0,3.52173913,4,282
"<a href=""statss.aspx?playerid=23590&position=P"">Ben Brown</a>",676962,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=17&rost=0&age=0"">CHC</a>",2024,55.1,15,8,1,3,64,19,1,3.578313335242061,1.084337374315776,5,22,22,41,0,1,2,3.36842105,0,222
"<a href=""statss.aspx?playerid=14309&position=P"">Frankie Montas</a>",593423,- - -,2024,150.2,30,30,7,11,148,66,6,4.838495779395981,1.3672566948636105,24,89,81,140,0,0,9,2.24242424,0,655
"<a href=""statss.aspx?playerid=16561&position=P"">Austin Gomber</a>",596295,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=19&rost=0&age=0"">COL</a>",2024,165,30,30,5,12,116,38,1,4.745454545454545,1.309090909090909,30,89,87,178,0,0,12,3.05263158,0,696
"<a href=""statss.aspx?playerid=19876&position=P"">Kevin Ginkel</a>",656464,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=15&rost=0&age=0"">ARI</a>",2024,70,72,0,8,3,77,15,3,3.2142864149445485,1.2000002615792982,6,31,25,69,5,17,0,5.13333333,6,291
"<a href=""statss.aspx?playerid=30122&position=P"">Gavin Williams</a>",668909,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=5&rost=0&age=0"">CLE</a>",2024,76,16,16,3,10,79,32,3,4.855263157894737,1.368421052631579,7,42,41,72,0,0,3,2.46875,0,332
"<a href=""statss.aspx?playerid=27707&position=P"">Mitch Spence</a>",687765,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=10&rost=0&age=0"">OAK</a>",2024,151.1,35,24,8,10,126,44,6,4.579295481240794,1.3810573673583348,20,79,77,165,0,1,4,2.86363636,0,651
"<a href=""statss.aspx?playerid=19447&position=P"">Patrick Sandoval</a>",663776,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=1&rost=0&age=0"">LAA</a>",2024,79.2,16,16,2,8,81,35,3,5.08368217065028,1.5062761987111941,8,49,45,85,0,0,4,2.31428571,0,353
"<a href=""statss.aspx?playerid=21029&position=P"">Jhoan Duran</a>",661395,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=8&rost=0&age=0"">MIN</a>",2024,54.1,58,0,6,9,66,15,6,3.644172120280084,1.1595093109982086,4,30,22,48,23,7,0,4.4,2,228
"<a href=""statss.aspx?playerid=14857&position=P"">Joe Mantiply</a>",573009,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=15&rost=0&age=0"">ARI</a>",2024,59.2,75,2,6,2,53,18,0,3.921789255687804,1.173184820077548,1,27,26,52,1,16,0,2.94444444,0,243
"<a href=""statss.aspx?playerid=7048&position=P"">Fernando Cruz</a>",518585,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=18&rost=0&age=0"">CIN</a>",2024,66.2,69,3,3,8,109,35,1,4.860001019668793,1.3350002800942056,9,36,36,54,0,23,0,3.11428571,3,288
"<a href=""statss.aspx?playerid=16944&position=P"">Grant Holmes</a>",656550,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=16&rost=0&age=0"">ATL</a>",2024,68.1,26,7,2,1,70,15,2,3.556097825667057,1.1853659418890188,7,27,27,66,0,1,1,4.66666667,1,282
"<a href=""statss.aspx?playerid=23429&position=P"">JP Sears</a>",676664,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=10&rost=0&age=0"">OAK</a>",2024,180.2,32,32,11,13,137,49,14,4.383764084468382,1.223247301347869,28,93,88,172,0,0,13,2.79591837,0,758
"<a href=""statss.aspx?playerid=13649&position=P"">Clay Holmes</a>",605280,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=9&rost=0&age=0"">NYY</a>",2024,63,67,0,3,5,68,22,3,3.1428577137643203,1.3015875380236075,4,29,22,60,30,2,0,3.09090909,13,271
"<a href=""statss.aspx?playerid=19769&position=P"">Will Vest</a>",676684,"<a href=""leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=strType&season=2024&month=0&season1=2024&ind=0&team=6&rost=0&age=0"">DET</a>",2024,70.1,69,0,3,4,63,18,3,2.815166691109663,1.1232230737255726,3,23,22,61,2,14,0,3.5,6,289
"<a href=""statss.aspx?playerid=17878&position=P"">Dennis Santana</a>",642701,- - -,2024,71.2,62,0,3,1,69,21,4,3.893024015617622,1.0883723054414858,4,33,31,57,3,12,0,3.28571429,0,287
"<a href=""statss.aspx?playerid=15551&position=P"">Mark Leiter Jr.</a>",643410,- - -,2024,58,60,0,4,5,86,22,3,4.500001183871877,1.3275865561614348,8,34,29,55,0,15,0,3.90909091,3,256
